company,model,year,vehicle_age,mileage,service_issues
Hyundai,Tucson,2016,8,86908,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Fortuner,2013,11,122771,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Maruti,WagonR,2012,12,191717,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Fuel Filter Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Baleno,2019,5,42184,"Engine Oil Change, Suspension Check, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Fortuner,2022,2,18552,"Engine Oil Change, Tire Rotation"
Maruti,Alto,2020,4,52326,"Engine Oil Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Coolant Flush, Battery Replacement, Air Filter Replacement"
Tata,Altroz,2019,5,86777,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2010,14,137845,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Wiper Blade Replacement, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement"
Toyota,Innova,2017,7,68781,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Dzire,2015,9,121560,"Transmission Fluid Change, AC Gas Refill, Tire Rotation"
Toyota,Urban Cruiser,2015,9,156937,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Innova,2011,13,176963,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Tiago,2020,4,60943,"Coolant Flush, Air Filter Replacement, Engine Oil Change, Battery Replacement"
Tata,Harrier,2013,11,196840,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Exhaust System Repair, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i10,2011,13,160408,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Wiper Blade Replacement, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2022,2,29578,Engine Oil Change
Toyota,Camry,2010,14,121289,"Transmission Fluid Change, Spark Plug Replacement, Clutch Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Honda,WR-V,2020,4,68221,"Engine Oil Change, Spark Plug Replacement, Air Filter Replacement"
Maruti,Alto,2010,14,123128,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,Accord,2014,10,99281,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i10,2021,3,34623,"Engine Oil Change, Air Filter Replacement, Tire Rotation, Battery Replacement"
Honda,Accord,2023,1,15286,"Engine Oil Change, Tire Rotation"
Honda,CR-V,2023,1,14025,"Engine Oil Change, Tire Rotation"
Maruti,Swift,2020,4,55048,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Air Filter Replacement"
Tata,Altroz,2017,7,83079,"Engine Oil Change, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,CR-V,2013,11,161700,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Battery Replacement, Brake Pad Replacement"
Tata,Harrier,2012,12,100957,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Coolant Flush, Clutch Replacement, Battery Replacement, Tire Rotation"
Honda,Jazz,2023,1,10875,Engine Oil Change
Toyota,Glanza,2017,7,65246,"Wheel Alignment, Tire Rotation, Timing Belt Replacement, Battery Replacement"
Hyundai,Creta,2023,1,13574,Engine Oil Change
Tata,Harrier,2022,2,21695,"Engine Oil Change, Exhaust System Repair"
Honda,CR-V,2022,2,22996,Engine Oil Change
Honda,WR-V,2023,1,14120,Engine Oil Change
Honda,Accord,2022,2,23586,Engine Oil Change
Hyundai,i10,2014,10,96175,"Engine Oil Change, Air Filter Replacement, Clutch Replacement, Timing Belt Replacement"
Honda,Accord,2010,14,156404,"Transmission Fluid Change, Spark Plug Replacement, Clutch Replacement, Battery Replacement, Brake Pad Replacement"
Maruti,WagonR,2017,7,70579,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Fortuner,2011,13,200736,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i10,2013,11,122729,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, Coolant Flush, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Baleno,2019,5,76008,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Fuel Filter Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,Amaze,2015,9,109338,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Air Filter Replacement"
Toyota,Fortuner,2014,10,111083,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Maruti,Dzire,2023,1,15791,"Engine Oil Change, Fuel Filter Replacement"
Hyundai,i10,2013,11,110679,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,Civic,2011,13,147035,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2014,10,101438,"Transmission Fluid Change, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Fortuner,2013,11,96402,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Tata,Tiago,2014,10,162503,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Coolant Flush, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Safari,2020,4,56438,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement"
Hyundai,Creta,2012,12,121037,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Innova,2011,13,200520,"Transmission Fluid Change, Air Filter Replacement, Brake Pad Replacement, Battery Replacement"
Honda,CR-V,2019,5,57982,"Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Glanza,2021,3,43371,"Wheel Alignment, Suspension Check, AC Gas Refill, Battery Replacement, Air Filter Replacement"
Tata,Nexon,2016,8,132719,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Swift,2011,13,197772,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Dzire,2011,13,162878,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i20,2014,10,145779,"Transmission Fluid Change, Wheel Alignment, Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Tire Rotation"
Hyundai,Venue,2014,10,116881,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Suspension Check, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Alto,2022,2,21654,"Engine Oil Change, Tire Rotation"
Hyundai,Venue,2023,1,6551,"Engine Oil Change, AC Gas Refill"
Toyota,Innova,2012,12,117573,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Tata,Safari,2015,9,117556,"Transmission Fluid Change, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Maruti,Swift,2017,7,67857,"Engine Oil Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Glanza,2016,8,120758,"Engine Oil Change, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement"
Maruti,Vitara Brezza,2016,8,89796,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Baleno,2023,1,14905,"Wheel Alignment, Tire Rotation"
Honda,Accord,2020,4,42524,"Air Filter Replacement, Battery Replacement"
Toyota,Camry,2013,11,151031,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Amaze,2010,14,206584,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Nexon,2018,6,63434,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Air Filter Replacement"
Honda,Civic,2019,5,59379,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Safari,2010,14,144026,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement"
Maruti,Swift,2022,2,30766,"Engine Oil Change, Air Filter Replacement"
Tata,Tiago,2019,5,69492,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Timing Belt Replacement, Battery Replacement"
Honda,Civic,2022,2,21760,AC Gas Refill
Maruti,WagonR,2019,5,46737,"Engine Oil Change, Wheel Alignment, AC Gas Refill, Clutch Replacement, Battery Replacement, Fuel Filter Replacement, Tire Rotation"
Maruti,Swift,2012,12,157984,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Tata,Safari,2018,6,98892,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Exhaust System Repair, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2017,7,68817,"Air Filter Replacement, Wheel Alignment, Timing Belt Replacement, Battery Replacement"
Maruti,Vitara Brezza,2012,12,92081,"Transmission Fluid Change, Engine Oil Change, Fuel Filter Replacement, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Altroz,2014,10,149224,"Transmission Fluid Change, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,WR-V,2017,7,51646,"Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Tire Rotation"
Honda,Civic,2023,1,19017,"Engine Oil Change, Wiper Blade Replacement, Tire Rotation"
Hyundai,Creta,2013,11,163266,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Toyota,Fortuner,2010,14,158457,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Glanza,2013,11,95889,"Transmission Fluid Change, Wheel Alignment, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Innova,2021,3,30803,"Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Tata,Safari,2011,13,155460,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Tata,Tiago,2022,2,37842,"Engine Oil Change, Wheel Alignment, AC Gas Refill, Wiper Blade Replacement"
Honda,Accord,2012,12,110420,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2019,5,48859,"Engine Oil Change, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Fortuner,2020,4,64546,"Engine Oil Change, Coolant Flush, Battery Replacement, Air Filter Replacement, Tire Rotation"
Maruti,Alto,2019,5,81715,"Transmission Fluid Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Civic,2013,11,176391,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Fortuner,2013,11,175067,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Nexon,2014,10,107117,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2022,2,26007,Exhaust System Repair
Tata,Nexon,2023,1,1376,Engine Oil Change
Toyota,Camry,2013,11,184322,"Engine Oil Change, AC Gas Refill, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Glanza,2017,7,118113,"Engine Oil Change, Spark Plug Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2016,8,117785,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2010,14,155424,"Engine Oil Change, Wheel Alignment, Suspension Check, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Vitara Brezza,2023,1,10619,Engine Oil Change
Honda,Accord,2014,10,126849,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2021,3,47258,"Suspension Check, Air Filter Replacement, Engine Oil Change, Wheel Alignment"
Maruti,Baleno,2019,5,50516,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Air Filter Replacement"
Tata,Nexon,2015,9,160660,"Spark Plug Replacement, Exhaust System Repair, Suspension Check, AC Gas Refill, Coolant Flush, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2010,14,153072,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Tucson,2011,13,185231,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,Verna,2022,2,27703,"Engine Oil Change, Wiper Blade Replacement"
Honda,Civic,2020,4,62585,"Engine Oil Change, Spark Plug Replacement, Tire Rotation"
Tata,Altroz,2011,13,183526,"Transmission Fluid Change, Engine Oil Change, Exhaust System Repair, Wiper Blade Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,WagonR,2017,7,74041,"Engine Oil Change, Wheel Alignment, Fuel Filter Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,Venue,2017,7,60171,"Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,CR-V,2022,2,15842,"Engine Oil Change, Wheel Alignment, AC Gas Refill"
Tata,Safari,2021,3,29912,"Wiper Blade Replacement, AC Gas Refill"
Tata,Nexon,2015,9,105448,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Fortuner,2019,5,60840,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Glanza,2010,14,126022,"Transmission Fluid Change, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Harrier,2012,12,161407,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Exhaust System Repair, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Honda,Amaze,2012,12,172803,"Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2013,11,148312,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, Fuel Filter Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Nexon,2012,12,111881,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Exhaust System Repair, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i10,2015,9,131904,"Transmission Fluid Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Harrier,2016,8,124779,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2017,7,95939,"Engine Oil Change, Suspension Check, Timing Belt Replacement, Fuel Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2021,3,35099,"Engine Oil Change, AC Gas Refill, Battery Replacement, Air Filter Replacement, Tire Rotation"
Tata,Harrier,2013,11,200990,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Battery Replacement, Tire Rotation"
Toyota,Urban Cruiser,2019,5,66968,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Wiper Blade Replacement, Tire Rotation"
Tata,Safari,2010,14,130362,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2023,1,16917,"Engine Oil Change, AC Gas Refill"
Maruti,Swift,2015,9,80969,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Hyundai,Venue,2022,2,31944,"Engine Oil Change, Air Filter Replacement"
Hyundai,Venue,2019,5,45518,"Air Filter Replacement, AC Gas Refill, Wheel Alignment, Battery Replacement"
Tata,Harrier,2017,7,113931,"Engine Oil Change, Spark Plug Replacement, Exhaust System Repair, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Hyundai,Venue,2009,15,286110,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, Battery Replacement, Air Filter Replacement"
Honda,Civic,2023,1,19638,"Engine Oil Change, Wheel Alignment"
Tata,Nexon,2022,2,15658,"Engine Oil Change, Wheel Alignment"
Tata,Harrier,2020,4,60228,"Coolant Flush, Wiper Blade Replacement, Engine Oil Change, Tire Rotation"
Hyundai,Tucson,2020,4,70983,"Engine Oil Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Coolant Flush, Air Filter Replacement"
Maruti,WagonR,2019,5,40227,"Engine Oil Change, Air Filter Replacement, Fuel Filter Replacement, Timing Belt Replacement"
Hyundai,i10,2018,6,93452,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Timing Belt Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2020,4,49246,"Air Filter Replacement, Tire Rotation, Battery Replacement"
Tata,Tiago,2023,1,13920,"Engine Oil Change, Exhaust System Repair, Tire Rotation"
Hyundai,Creta,2016,8,126754,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Tucson,2012,12,206725,"Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Tata,Tiago,2007,17,229704,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Honda,Accord,2017,7,99329,"Transmission Fluid Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2020,4,60308,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Battery Replacement"
Toyota,Urban Cruiser,2011,13,219093,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Tiago,2018,6,68809,"Engine Oil Change, Spark Plug Replacement, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Tata,Altroz,2017,7,95452,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Exhaust System Repair, Coolant Flush, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2011,13,220281,"Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Camry,2019,5,55311,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Air Filter Replacement"
Maruti,Alto,2012,12,139859,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Toyota,Innova,2010,14,151368,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, AC Gas Refill, Clutch Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,Verna,2021,3,33006,"Engine Oil Change, Air Filter Replacement"
Maruti,WagonR,2018,6,75713,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, Fuel Filter Replacement, Air Filter Replacement"
Honda,City,2019,5,41085,"Engine Oil Change, Battery Replacement"
Toyota,Innova,2016,8,63931,Coolant Flush
Toyota,Urban Cruiser,2012,12,197611,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Creta,2014,10,109936,"Engine Oil Change, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2010,14,190256,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Glanza,2011,13,199603,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2016,8,132109,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Fuel Filter Replacement, Brake Pad Replacement"
Tata,Tiago,2020,4,56459,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Coolant Flush, Air Filter Replacement, Tire Rotation"
Maruti,Vitara Brezza,2013,11,163591,"Transmission Fluid Change, Engine Oil Change, Wiper Blade Replacement, AC Gas Refill, Fuel Filter Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Tiago,2023,1,10065,Engine Oil Change
Toyota,Urban Cruiser,2020,4,35369,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, AC Gas Refill, Battery Replacement, Tire Rotation"
Maruti,Baleno,2014,10,156930,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Baleno,2020,4,48525,"Engine Oil Change, Wheel Alignment, Suspension Check, Battery Replacement, Air Filter Replacement"
Tata,Safari,2011,13,123893,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Honda,Jazz,2011,13,208694,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Innova,2012,12,185408,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Tata,Harrier,2021,3,41243,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, Battery Replacement, Air Filter Replacement"
Honda,CR-V,2013,11,129598,"Transmission Fluid Change, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Maruti,Baleno,2021,3,35641,"Suspension Check, Air Filter Replacement, Battery Replacement"
Maruti,Vitara Brezza,2020,4,75629,"Spark Plug Replacement, Fuel Filter Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement"
Hyundai,i10,2017,7,79337,"Engine Oil Change, Wiper Blade Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Honda,Jazz,2013,11,171599,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, AC Gas Refill, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Innova,2022,2,13048,"Engine Oil Change, Wiper Blade Replacement, AC Gas Refill"
Toyota,Urban Cruiser,2023,1,10708,"Engine Oil Change, Wheel Alignment, Tire Rotation"
Honda,Amaze,2023,1,5413,"Engine Oil Change, Wiper Blade Replacement, Tire Rotation"
Tata,Tiago,2013,11,166292,"Transmission Fluid Change, Engine Oil Change, Exhaust System Repair, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Honda,Amaze,2019,5,50292,"Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Vitara Brezza,2022,2,13537,"Wiper Blade Replacement, AC Gas Refill"
Hyundai,i10,2011,13,229074,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
